pt1,pt2,eta1,eta2,phi1,phi2,E1,E2
+4.8254063e+01,+4.0380445e+01,+1.1560835e+00,-4.2229134e-01,+1.2022372e+00,+2.2224245e+00,+8.4256016e+01,+4.4034918e+01
+5.9860297e+01,+3.0781699e+01,+1.4250137e+00,+2.3079588e-01,+1.8553298e+00,-2.8943276e-01,+1.3164541e+02,+3.1605342e+01
+4.2077930e+01,+3.4011098e+01,-3.9266965e-01,+7.1191281e-01,+2.4301941e+00,-5.9004974e-01,+4.5363937e+01,+4.3000195e+01
+2.8842922e+01,+8.4174385e+00,+1.3247867e+00,-4.7962540e-01,+8.7682652e-01,-2.6400437e+00,+5.8078816e+01,+9.4049111e+00
+3.3760789e+01,+3.2006084e+01,+4.9525484e-01,+2.2800407e+00,+1.7919520e+00,-1.8035213e+00,+3.7986637e+01,+1.5809983e+02
+4.1915180e+01,+3.5755051e+01,-1.3311293e+00,+5.5458058e-02,-3.1312578e+00,+1.3274622e-01,+8.4867711e+01,+3.5810203e+01
+3.6367316e+01,+1.1978354e+01,-2.1800032e+00,+1.6916537e+00,-2.5373406e+00,+1.6279501e+00,+1.6291422e+02,+3.3615242e+01
+3.8337109e+01,+3.2745320e+01,+7.4542016e-01,+2.2182963e+00,+5.8216584e-01,-2.3639734e+00,+4.9490668e+01,+1.5227317e+02
+4.4231371e+01,+4.2939906e+01,+4.8590645e-01,+9.8524511e-01,+2.9014561e+00,-3.1124130e-01,+4.9556547e+01,+6.5522348e+01
+3.5471238e+01,+2.8441893e+01,-3.9266229e-02,-9.1406381e-01,+1.2402354e+00,+1.8638800e-01,+3.5498746e+01,+4.1174477e+01
+4.3635738e+01,+4.1340996e+01,+3.7502578e-01,+9.9809361e-01,-1.8232549e+00,+1.4195803e+00,+4.6740430e+01,+6.3699984e+01
+3.2816605e+01,+7.5329448e+00,-3.1674087e-01,-1.1391320e+00,+1.7217979e+00,-2.5195601e+00,+3.4476574e+01,+1.2972305e+01
+3.0239885e+01,+1.4600029e+01,+2.4223251e+00,-5.8496588e-01,-1.1613802e+00,-1.5029493e-01,+1.7177397e+02,+1.7170357e+01
+6.2255535e+01,+1.2689833e+01,+1.1778651e+00,-9.4794005e-01,-1.3041867e+00,+1.4792295e+00,+1.1067077e+02,+1.8831547e+01
+4.5044895e+01,+4.1915180e+01,-2.7164927e-01,-2.4682994e-01,+1.2027487e+00,-2.1311550e+00,+4.6717145e+01,+4.3198516e+01
+4.7299594e+01,+4.5312672e+01,-8.2661563e-01,-8.4582347e-01,+1.5663230e+00,-1.5110912e+00,+6.4400801e+01,+6.2511172e+01
+2.9557850e+01,+1.6394789e+01,+2.1692357e+00,-5.8052605e-01,+1.6888832e+00,-1.7780701e+00,+1.3102784e+02,+1.9235859e+01
+2.6591090e+01,+2.6229922e+01,-2.2069141e-01,-2.2177696e+00,-1.2498904e+00,+2.0487769e+00,+2.7241277e+01,+1.2191234e+02
+4.7519180e+01,+4.5228449e+01,-3.1168047e-01,-4.0941313e-01,-2.1363242e+00,+9.5531803e-01,+4.9846043e+01,+4.9072270e+01
+4.4636559e+01,+4.3238996e+01,+1.2393616e+00,+6.9624215e-01,+1.3593421e+00,-1.3329160e+00,+8.3536875e+01,+5.4149477e+01
+6.0685996e+01,+3.9710672e+01,+2.2478929e+00,+7.6898557e-01,-1.2558409e+00,-5.8524066e-01,+2.9048525e+02,+5.2042121e+01
+3.3437047e+01,+9.1563281e+00,-1.7959964e+00,-1.3176333e+00,-3.1256504e+00,-6.6845381e-01,+1.0351175e+02,+1.8323676e+01
+4.3278559e+01,+7.7698320e+00,+1.2624451e+00,-1.2718573e-01,+1.0326618e+00,+3.0833168e+00,+8.2597484e+01,+7.8327603e+00
+4.2175453e+01,+3.1206469e+01,+5.1148444e-01,-1.0751497e+00,-7.9698956e-01,+2.2660692e+00,+4.7813676e+01,+5.1048762e+01
+4.8632496e+01,+3.4462543e+01,-2.7176723e-01,-1.5171022e+00,+2.0776610e+00,-1.3826485e+00,+5.0439625e+01,+8.2336969e+01
+4.6044086e+01,+4.3556746e+01,-1.1971046e+00,-8.0237907e-01,+3.1065404e+00,-1.2310804e-01,+8.3169094e+01,+5.8346508e+01
+2.7148412e+01,+8.9568877e+00,-2.1151319e+00,-7.4693137e-01,+3.1054132e+00,-3.0052252e+00,+1.1417667e+02,+1.1573786e+01
+3.7245680e+01,+3.6407285e+01,-1.5534763e+00,-5.3852387e-02,-2.0859969e+00,+6.4901376e-01,+9.1985445e+01,+3.6460090e+01
+4.2566809e+01,+4.1349621e+01,-1.9751742e+00,-1.4259360e+00,+5.5172563e-01,-2.3656795e+00,+1.5636095e+02,+9.1011297e+01
+4.4838309e+01,+1.8348057e+01,-7.3817116e-01,+6.2203932e-01,+1.9265621e+00,+1.5187846e+00,+5.7619316e+01,+2.2013736e+01
+3.6440270e+01,+3.2663840e+01,-2.2317708e+00,-8.2299572e-01,-1.1276897e-01,+3.0749786e+00,+1.7170084e+02,+4.4364453e+01
+5.8699832e+01,+5.2045027e+01,+1.3645996e+00,+1.7642390e+00,-1.7153592e+00,+4.0163312e-02,+1.2237859e+02,+1.5635489e+02
+3.5830262e+01,+2.6628240e+01,+9.3344700e-01,+1.3214790e+00,-2.6202016e+00,+2.9319949e+00,+5.2607008e+01,+5.3465543e+01
+5.5315965e+01,+5.4939691e+01,-1.4403549e+00,-1.5353230e+00,+2.3698103e-01,-3.1271534e+00,+1.2332804e+02,+1.3345436e+02
+3.1013188e+01,+2.6644105e+01,-1.0412738e+00,+9.6083514e-02,+2.0531263e+00,+2.3075621e+00,+4.9401340e+01,+2.6767398e+01
+4.0262695e+01,+3.3799273e+01,-3.1589872e-01,+1.0228567e+00,-9.4452924e-01,+2.0034535e+00,+4.2288535e+01,+5.3076703e+01
+4.4966902e+01,+4.4945262e+01,-2.0909204e+00,-1.6692678e+00,-9.8995805e-01,+2.2438116e+00,+1.8472258e+02,+1.2352455e+02
+9.5437164e+01,+2.4394887e+01,+4.9418563e-01,+1.0976533e+00,-2.6984177e+00,+3.4402221e-01,+1.0733013e+02,+4.0627105e+01
+3.5536637e+01,+3.2598480e+01,-1.7655567e+00,-9.3753092e-02,-1.7589552e+00,+1.3206294e+00,+1.0689277e+02,+3.2742020e+01
+4.0379363e+01,+3.8741484e+01,-1.2653965e+00,-2.0285227e+00,+2.4290426e+00,-8.2112807e-01,+7.7258414e+01,+1.4982064e+02
+3.9040926e+01,+3.4651758e+01,-2.4363813e+00,-1.1948819e+00,+5.9871048e-01,-2.5915520e+00,+2.2485772e+02,+6.2475605e+01
+4.8939070e+01,+2.9700885e+01,-6.5651631e-01,+5.1679409e-01,+2.0066431e+00,-1.4553061e+00,+5.9870168e+01,+3.3756312e+01
+4.8203668e+01,+4.3238410e+01,+2.2881553e-02,-1.3257334e+00,-1.9689864e+00,+1.0463099e+00,+4.8216289e+01,+8.7137367e+01
+4.9100320e+01,+3.9014000e+01,-1.1206194e+00,-1.9055988e+00,+1.2569045e+00,-2.1067133e+00,+8.3294609e+01,+1.3405537e+02
+4.5843219e+01,+4.2958824e+01,+1.1713458e+00,+8.2282770e-01,-2.5506601e+00,+5.7479668e-01,+8.1057328e+01,+5.8340695e+01
+5.4471742e+01,+1.9236215e+01,-5.7502627e-01,-5.9022868e-01,-1.4772919e+00,-1.8675151e+00,+6.3728410e+01,+2.2685283e+01
+5.6988379e+01,+4.8276754e+01,-1.3181510e+00,-1.5529636e+00,-2.7519069e+00,+1.4168013e+00,+1.1409466e+02,+1.1917299e+02
+4.3813844e+01,+4.0661820e+01,+2.3780656e+00,+1.9490477e+00,-2.9359753e+00,+6.7962623e-01,+2.3827616e+02,+1.4565891e+02
+4.0610824e+01,+3.5958211e+01,-5.5025452e-01,-2.5327465e-01,-2.6817966e+00,+6.9197041e-01,+4.6915598e+01,+3.7117715e+01
+3.5820023e+01,+3.2581975e+01,+7.8086978e-01,+4.7127068e-01,-1.5172978e-01,+2.9616871e+00,+4.7307227e+01,+3.6267754e+01
+3.6531133e+01,+7.0287402e+00,-2.5848764e-01,+1.6270132e-01,+2.0727179e+00,+2.4502568e+00,+3.7758371e+01,+7.1219771e+00
+7.9118258e+01,+2.6484197e+01,-4.9003685e-01,-1.1722268e+00,+1.1871519e-01,-2.3564498e+00,+8.8809523e+01,+4.6861945e+01
+2.8003701e+01,+1.9007576e+01,+1.1922079e+00,-1.2132485e+00,+2.4342170e+00,-1.3866711e+00,+5.0377219e+01,+3.4799320e+01
+5.1618805e+01,+3.3016438e+01,+3.1782728e-01,+1.3731215e+00,+1.5562975e+00,-1.5932471e+00,+5.4248043e+01,+6.9350594e+01
+4.7502035e+01,+4.2951039e+01,+5.3612940e-02,+5.6571615e-01,+1.4056675e+00,-1.7062467e+00,+4.7570437e+01,+5.0009328e+01
+4.2411469e+01,+4.0810172e+01,-5.4097855e-01,-1.1836779e+00,-4.2027599e-01,+2.7322578e+00,+4.8770328e+01,+7.2897500e+01
+4.6010965e+01,+4.3036602e+01,+8.1053698e-01,+2.9296845e-01,-1.9612991e+00,+1.2508067e+00,+6.1970664e+01,+4.4896777e+01
+3.8230316e+01,+3.7391211e+01,-7.5681049e-01,+4.5469955e-01,-3.0503716e+00,-1.4950797e-01,+4.9711520e+01,+4.1323750e+01
+4.2765816e+01,+3.8444133e+01,-2.2917306e+00,-2.4542170e+00,+8.0880478e-02,+3.1243634e+00,+2.1368230e+02,+2.2534508e+02
+3.2015332e+01,+2.8250725e+01,+6.2539607e-02,+1.9875170e+00,-3.2268611e-01,+2.7619197e+00,+3.2078135e+01,+1.0501403e+02
+4.1490777e+01,+2.7735502e+01,-1.6804831e+00,+8.3428875e-02,-2.3276722e+00,-3.2756722e-01,+1.1522891e+02,+2.7832283e+01
+3.9517316e+01,+3.6423520e+01,+1.8224315e-01,+1.5438983e+00,-2.5706770e+00,+5.3342503e-01,+4.0175371e+01,+8.9171273e+01
+3.8582836e+01,+3.1186113e+01,-1.0162930e+00,+1.4468688e-01,-1.8444308e+00,+2.6129227e+00,+6.0283223e+01,+3.1513113e+01
+3.5396141e+01,+2.6152844e+01,+9.4544291e-01,-4.4308227e-01,-1.5396336e+00,+1.4998916e+00,+5.2429836e+01,+2.8762307e+01
+6.3107480e+01,+4.8707980e+01,+2.7861184e-01,+2.5565696e-01,+2.6281180e+00,+2.9764366e-01,+6.5572797e+01,+5.0308570e+01
+7.7344797e+01,+4.8795031e+01,+7.6049381e-01,+1.1378541e+00,+2.0609117e+00,-1.7578461e+00,+1.0080997e+02,+8.3941406e+01
+3.8245605e+01,+3.6302895e+01,+4.3060243e-01,+1.6492118e+00,-2.0531583e+00,+1.1382847e+00,+4.1846453e+01,+9.7928484e+01
+3.6480562e+01,+3.4465961e+01,+2.1148193e+00,+7.2650611e-01,-5.6548220e-01,+2.1480174e+00,+1.5337784e+02,+4.3968895e+01
+5.8683188e+01,+1.8164439e+01,+9.7311419e-01,+1.3174339e-01,-1.9342953e+00,+2.8167946e+00,+8.8731289e+01,+1.8322605e+01
+4.3021598e+01,+3.6515336e+01,+6.7057949e-01,-2.9052633e-01,+2.3039820e+00,-9.8639202e-01,+5.3062562e+01,+3.8067402e+01
+6.0596785e+01,+2.6879359e+01,-5.0894248e-01,-1.4655240e+00,-2.6679955e+00,+4.4388574e-01,+6.8615703e+01,+6.1295355e+01
+6.7618977e+01,+3.9396566e+01,-8.8576913e-01,-1.5045503e-01,+1.4993854e+00,-3.8291329e-01,+9.5925875e+01,+3.9843453e+01
+2.6165111e+01,+1.1672561e+01,+2.1414623e+00,-1.1295184e+00,+1.8307440e+00,-2.3781791e+00,+1.1289406e+02,+1.9944641e+01
+6.0654637e+01,+8.2825664e+00,-1.9298955e+00,+6.9958669e-01,-2.8140829e+00,+8.1047595e-01,+2.1332095e+02,+1.0393425e+01
+5.2329875e+01,+3.9373398e+01,-2.1812558e+00,-2.1196096e+00,+4.9560356e-01,-2.7917562e+00,+2.3470792e+02,+1.6631253e+02
+4.8234719e+01,+4.3490285e+01,-5.0373787e-01,-6.8060493e-01,-2.2660646e+00,+9.1885805e-01,+5.4485051e+01,+5.3958023e+01
+5.5367098e+01,+4.4703164e+01,-1.3516632e+00,-1.1768262e+00,-2.7090602e+00,+6.4367926e-01,+1.1412975e+02,+7.9399914e+01
+3.0720756e+01,+2.3483305e+01,-1.3002303e+00,+8.9148551e-02,+7.1379811e-01,+2.6355262e+00,+6.0560082e+01,+2.3576920e+01
+4.8604660e+01,+4.0827758e+01,+2.5734320e+00,+2.3429289e+00,-9.1493058e-01,+2.1007745e+00,+3.2047525e+02,+2.1450361e+02
+5.0434875e+01,+3.0707430e+01,-4.6453848e-01,+1.7294649e+00,-1.4527133e+00,-2.3805468e+00,+5.5975363e+01,+8.9282156e+01
+4.5234496e+01,+4.3512602e+01,+5.6351799e-01,+4.6880618e-01,-1.4667834e+00,+1.8373057e+00,+5.2608742e+01,+4.8382402e+01
+4.4626309e+01,+9.3879111e+00,+4.4430816e-01,-1.9984665e+00,-1.1071116e-01,+2.0261416e-01,+4.9104086e+01,+3.5266988e+01
+3.0405348e+01,+2.6611613e+01,-5.0934207e-01,+1.2658235e+00,-1.8227149e+00,+1.7412647e+00,+3.4435535e+01,+5.0934984e+01
+5.2699125e+01,+3.4316152e+01,-1.7115803e+00,-5.3177118e-01,+1.8486586e+00,-7.5094032e-01,+1.5067437e+02,+3.9283684e+01
+4.4849984e+01,+4.2849070e+01,-6.4211768e-01,-5.0614119e-01,+1.4460412e+00,-1.8699260e+00,+5.4418242e+01,+4.8455758e+01
+3.6196531e+01,+3.1786496e+01,+4.6937737e-01,-9.6221119e-01,-2.0196369e+00,+1.1344589e+00,+4.0257738e+01,+4.7672312e+01
+4.3250891e+01,+3.9669391e+01,+1.1420654e+00,+8.4202625e-02,+1.5878319e+00,-1.5004413e+00,+7.4659594e+01,+3.9810242e+01
+4.8654621e+01,+4.2890410e+01,+5.7471794e-01,+1.2587404e-01,-1.3304710e+00,+2.1678824e+00,+5.6913570e+01,+4.3230645e+01
+4.9216480e+01,+3.5033820e+01,-7.8212827e-01,-5.2987598e-02,+1.3583881e+00,-1.9788502e+00,+6.5053148e+01,+3.5083016e+01
+7.9637687e+01,+1.7850639e+01,-2.8538442e-01,-2.1141205e+00,-3.1393261e+00,+1.7554419e+00,+8.2902773e+01,+7.4999797e+01
+5.9090434e+01,+5.3485016e+01,-8.3307272e-01,-8.0612963e-01,+1.1143837e+00,-8.6461139e-01,+8.0808766e+01,+7.1825234e+01
+4.8688395e+01,+4.2196855e+01,+1.6162776e+00,+1.6216317e+00,-2.4213290e+00,+7.2131813e-01,+1.2739202e+02,+1.1095491e+02
+5.2396285e+01,+3.2167787e+01,-7.5327533e-01,+3.1214243e-01,-6.8106300e-01,+2.4015193e+00,+6.7978078e+01,+3.3747652e+01
+4.0918563e+01,+3.9441570e+01,+7.9708159e-01,+1.8137834e+00,+1.6826674e+00,-1.4059515e+00,+5.4620195e+01,+1.2417484e+02
+1.8328598e+02,+3.1227551e+01,+3.1763960e-02,-2.1134205e+00,-3.0975327e+00,-1.7819416e-02,+1.8337848e+02,+1.3111402e+02
+6.0012410e+01,+5.2663984e+01,-6.2643784e-01,-9.4390202e-01,-2.6711776e+00,+3.8561755e-01,+7.2177797e+01,+7.7918977e+01
+4.0973156e+01,+4.0767520e+01,+8.6258709e-01,+1.7271299e+00,-7.1633530e-01,+2.4789526e+00,+5.7185328e+01,+1.1827237e+02
+3.3179187e+01,+2.5446928e+01,+2.9133075e-01,-7.1156316e-02,+1.5480188e+00,+4.9506378e-01,+3.4597355e+01,+2.5511596e+01
+8.6115016e+01,+3.5070098e+01,-7.7464104e-01,-6.0600346e-01,-2.0960705e+00,+1.8239497e+00,+1.1327067e+02,+4.1709172e+01
+4.7161660e+01,+4.0333285e+01,-1.2358632e+00,-1.6930357e+00,-5.4399800e-01,+2.3825581e+00,+8.8002109e+01,+1.1333493e+02
+4.9287883e+01,+4.6205363e+01,+4.7048914e-01,+6.3564515e-01,-9.0893853e-01,+2.8147695e+00,+5.4844543e+01,+5.5858543e+01
+3.9903844e+01,+2.9551783e+01,+1.5401424e+00,-1.6466035e-01,+1.4800472e+00,-2.1891909e+00,+9.7357500e+01,+2.9953309e+01
+4.5761969e+01,+4.5154926e+01,+2.1131377e+00,+2.1701641e+00,-5.4696929e-01,+2.6394975e+00,+1.9208634e+02,+2.0034970e+02
+6.5975328e+01,+3.3875945e+01,+2.1844690e+00,+2.0731602e+00,-2.8866634e+00,-3.0989420e-01,+2.9683841e+02,+1.3678592e+02
+7.4222320e+01,+4.8496449e+01,+1.2541788e+00,+2.0847318e+00,-1.6294262e+00,-3.6685032e-01,+1.4066131e+02,+1.9802981e+02
+4.1913574e+01,+2.8370994e+01,-2.0619447e+00,-2.6913342e+00,+1.6357122e-01,-7.7811736e-01,+1.6741227e+02,+2.1021683e+02
+5.9965918e+01,+3.6897012e+01,+1.4224812e-01,-5.0187373e-01,-2.2859306e+00,+8.3571875e-01,+6.0573727e+01,+4.1642262e+01
+5.4876027e+01,+3.5808230e+01,+1.6247472e-01,+4.8876649e-01,-2.7048240e+00,+4.6383971e-01,+5.5601934e+01,+4.0171223e+01
+5.3954590e+01,+3.7957500e+01,+2.7767941e-01,+5.4226780e-01,-1.2871233e+00,+1.6763436e+00,+5.6048098e+01,+4.3676387e+01
+4.3617211e+01,+4.0613031e+01,+1.3954560e-01,-6.0714424e-01,-1.1049067e+00,+2.1801038e+00,+4.4042578e+01,+4.8331289e+01
+4.7005609e+01,+4.4131312e+01,-1.3487564e+00,-1.4848268e+00,+2.3297365e+00,-7.6940799e-01,+9.6648156e+01,+1.0240108e+02
+3.9859727e+01,+2.6695121e+01,+4.6996632e-01,+2.0798602e+00,-2.8548937e+00,+1.1400600e-02,+4.4343348e+01,+1.0849300e+02
+6.6634930e+01,+2.9210795e+01,-1.2521125e-01,+7.7003956e-02,-2.1005607e+00,+1.1980289e+00,+6.7157961e+01,+2.9297441e+01
+8.5530898e+01,+2.1572975e+01,+6.9037396e-01,-1.1233460e-01,-2.4113750e+00,+1.2190342e+00,+1.0673614e+02,+2.1709232e+01
+4.2236012e+01,+3.2975461e+01,-1.6790962e+00,-2.8170633e-01,+3.0770898e+00,-7.8372128e-02,+1.1714694e+02,+3.4292742e+01
+6.6553719e+01,+3.1473266e+01,-2.2135575e+00,-2.2230380e+00,-3.7652962e-02,-2.6738989e+00,+3.0806100e+02,+1.4703719e+02
+3.0893732e+01,+2.8312125e+01,-6.1660171e-01,+1.3364003e+00,+1.4854623e+00,-1.6973439e+00,+3.6955191e+01,+5.7588523e+01
+4.5124137e+01,+3.9199562e+01,-1.2058138e+00,-2.4175103e+00,+1.3743092e+00,-1.8703520e+00,+8.2101711e+01,+2.2161550e+02
+8.3083242e+01,+6.9509164e+01,+9.6482205e-01,+1.5562673e-01,+1.8953147e+00,+9.3232059e-01,+1.2484801e+02,+7.0352609e+01
+3.2141857e+01,+8.3418740e+00,-2.2620728e+00,+7.4260902e-01,+1.2804303e+00,+2.4215598e+00,+1.5600228e+02,+1.0749680e+01
+3.6454793e+01,+2.9361783e+01,-2.9838389e-01,+1.5074741e+00,-1.4864050e-01,+2.5025499e+00,+3.8089855e+01,+6.9540227e+01
+5.2047152e+01,+2.3706527e+01,-7.2175163e-01,-5.1460236e-01,-5.1379436e-01,+3.0681605e+00,+6.6202297e+01,+2.6915340e+01
+5.4324176e+01,+1.6334285e+01,-4.8385730e-01,+1.8195261e+00,+2.0121210e+00,-2.8660574e+00,+6.0808437e+01,+5.1706586e+01
+3.9066141e+01,+2.6837820e+01,+3.7963137e-01,+1.9692402e+00,-6.4342511e-01,+2.6198421e+00,+4.1915352e+01,+9.8022422e+01
+2.7739937e+01,+2.5130760e+01,-2.1495743e+00,+1.1611307e-01,-2.4139335e-02,+3.0115852e+00,+1.2063736e+02,+2.5300359e+01
+4.7230293e+01,+3.8357809e+01,+1.4640572e+00,+1.4730339e+00,+7.8627717e-01,-2.8015664e+00,+1.0756141e+02,+8.8063445e+01
+6.4245750e+01,+3.0772752e+01,+1.3079325e+00,+2.1327124e+00,-3.0918188e+00,+2.8344157e+00,+1.2749245e+02,+1.3164953e+02
+6.1751000e+01,+3.1136469e+01,-1.6691473e+00,-2.2350733e+00,+4.4975290e-01,-2.4292233e+00,+1.6969325e+02,+1.4718448e+02
+5.6247715e+01,+2.8758883e+01,-6.2642813e-01,-1.4167385e+00,+1.1897893e+00,+5.7422973e-02,+6.7649508e+01,+6.2782930e+01
+2.7556137e+01,+1.8416187e+01,-1.8223629e+00,+9.2667878e-01,+2.8740799e+00,+1.2136132e+00,+8.7464594e+01,+2.6905789e+01
+2.6187750e+01,+2.4096299e+01,-4.6376514e-01,+7.3054057e-01,+9.1559368e-01,-2.2840946e+00,+2.9054795e+01,+3.0817373e+01
+4.5804918e+01,+4.4459625e+01,-2.1997752e+00,-2.2350879e+00,-1.9110268e+00,+1.5954078e+00,+2.0918681e+02,+2.1016703e+02
+6.3337250e+01,+3.3339184e+01,+5.8340472e-01,+1.2686875e+00,-1.3753156e-01,+2.2061787e+00,+7.4425305e+01,+6.3967687e+01
+4.6295309e+01,+3.5737000e+01,-4.1103312e-01,-1.1177487e+00,+1.8923051e+00,-1.1424993e+00,+5.0261434e+01,+6.0484469e+01
+6.5317410e+01,+3.6654090e+01,-7.0713121e-01,-7.2324067e-01,-2.0882378e+00,-2.4877183e+00,+8.2339820e+01,+4.6665773e+01
+5.8842855e+01,+3.9126754e+01,-5.9188294e-01,-4.5135924e-01,-2.6672099e+00,-1.7758384e-01,+6.9454445e+01,+4.3180559e+01
+3.0969803e+01,+2.3292152e+01,-1.9394987e+00,+4.6212062e-01,+1.2676413e+00,-5.5329669e-01,+1.0992792e+02,+2.5823812e+01
+4.9875434e+01,+4.2879449e+01,-1.4057522e+00,-1.9510156e+00,+1.2783037e+00,-2.2001977e+00,+1.0782516e+02,+1.5389350e+02
+2.8441939e+01,+1.3080460e+01,+2.5742656e-01,-5.1267511e-01,+7.5196582e-01,+3.0395343e+00,+2.9389557e+01,+1.4837449e+01
+4.4715016e+01,+3.0688377e+01,-2.1033444e+00,-8.6223161e-01,+1.6295253e+00,-1.0615555e+00,+1.8591555e+02,+4.2820527e+01
+3.6383742e+01,+3.4425621e+01,+5.0891078e-01,-8.1230825e-01,-2.3956604e+00,+7.6819092e-01,+4.1197828e+01,+4.6421832e+01
+3.9848207e+01,+3.1510775e+01,+1.6110958e+00,+3.1007066e-01,-2.5915532e+00,+4.6751030e-02,+1.0376409e+02,+3.3037902e+01
+4.5500320e+01,+4.1947359e+01,-7.6423484e-01,-4.6778253e-01,-2.4238684e+00,+5.9616768e-01,+5.9447191e+01,+4.6621254e+01
+6.4075395e+01,+2.3530689e+01,+9.7042614e-01,+2.0677788e+00,+1.7446373e+00,-1.8567789e+00,+9.6689461e+01,+9.4519328e+01
+8.4176937e+01,+2.6686232e+01,-1.1053746e+00,-1.1148149e+00,-1.0663722e+00,+2.6782358e+00,+1.4105713e+02,+4.5059555e+01
+4.5135703e+01,+4.5097609e+01,+1.6404870e+00,+1.3002900e+00,-2.5763824e+00,+5.2459687e-01,+1.2077335e+02,+8.8905734e+01
+4.6947379e+01,+4.1620375e+01,+7.1145779e-01,+1.0033237e+00,+2.6340978e+00,-4.7343323e-01,+5.9338824e+01,+6.4386520e+01
+2.7263217e+01,+9.4487852e+00,-1.1739674e+00,-2.4427792e-01,-1.7194666e+00,+5.1470560e-01,+4.8309586e+01,+9.7326758e+00
+4.9794262e+01,+3.2584232e+01,+4.5792601e-01,+1.4279341e+00,-1.3247577e+00,+1.4049437e+00,+5.5107070e+01,+7.1846336e+01
+3.9700570e+01,+3.7741461e+01,-2.0522664e+00,-1.1055238e+00,+1.3354019e+00,-1.9013271e+00,+1.5709458e+02,+6.3251832e+01
+2.8834311e+01,+2.6879361e+01,-1.8293611e+00,+3.7024888e-01,-2.6655228e+00,+9.8463967e-02,+9.2131695e+01,+2.8742873e+01
+5.0372902e+01,+4.2437621e+01,+2.2760062e+00,+2.2503600e+00,+1.7321584e+00,-1.2864358e+00,+2.4784491e+02,+2.0362659e+02
+4.5586672e+01,+4.2168258e+01,-8.8660103e-01,+2.0486789e-02,+1.7308748e+00,-1.4571589e+00,+6.4708559e+01,+4.2177238e+01
+4.4413801e+01,+4.1267105e+01,+2.9046880e-02,+8.8368082e-01,+7.6139045e-01,-3.0874932e+00,+4.4432539e+01,+5.8455867e+01
+7.4552195e+01,+5.2637086e+01,-8.9970326e-01,-1.1442642e+00,+1.0130605e+00,-2.8902135e+00,+1.0681703e+02,+9.1025000e+01
+2.1277627e+02,+1.5551625e+01,-7.8499115e-01,-1.0493972e+00,+5.8177876e-01,-1.2223908e+00,+2.8177016e+02,+2.4929861e+01
+5.3544605e+01,+7.9321797e+00,-1.0890357e+00,+9.1199082e-01,+2.4090889e+00,-1.4504952e+00,+8.8561398e+01,+1.1465954e+01
+5.8641586e+01,+1.2325564e+01,+5.0438207e-01,-2.0904670e+00,+1.9758624e+00,+2.2514355e+00,+6.6260320e+01,+5.0610746e+01
+8.4291281e+01,+6.8123836e+01,+7.5428295e-01,+5.6266391e-01,+2.4661806e+00,-9.8271596e-01,+1.0942838e+02,+7.9195039e+01
+3.3080141e+01,+2.2427254e+01,-2.1224918e+00,+1.3605241e-01,+3.9197785e-01,-2.8940389e+00,+1.4012183e+02,+2.2635389e+01
+3.7442434e+01,+3.1785814e+01,+3.1378058e-01,+1.5408911e+00,-1.4418538e+00,+1.5441500e+00,+3.9301008e+01,+7.7604164e+01
+4.6816242e+01,+2.3436414e+01,+1.7905982e+00,+2.2267908e-01,+2.6889536e+00,-5.3927714e-01,+1.4419161e+02,+2.4019877e+01
+4.7248852e+01,+4.1205793e+01,-1.4163372e-01,-3.0347002e-01,+2.6370151e+00,-5.2885842e-01,+4.7723668e+01,+4.3117934e+01
+6.5164473e+01,+1.0643858e+01,-5.4061419e-01,-2.3967597e+00,+5.2445590e-01,+4.6407551e-01,+7.4921352e+01,+5.8959145e+01
+4.5662215e+01,+2.2346525e+01,+2.2161741e+00,+3.8674852e-01,-2.9580188e-01,-2.6582034e+00,+2.1190002e+02,+2.4038695e+01
+7.0957891e+01,+2.3450094e+01,-1.9714744e+00,-1.0603924e+00,-5.4060280e-01,+2.1916983e+00,+2.5972394e+02,+3.7916883e+01
+4.6648648e+01,+4.1541355e+01,-1.5966475e+00,-2.1209741e+00,-1.4491819e+00,+1.6218960e+00,+1.1986445e+02,+1.7570275e+02
+3.4956551e+01,+2.1566410e+01,-2.0369453e+00,+2.4839574e-01,+2.9365232e+00,-2.0903262e-01,+1.3628823e+02,+2.2235166e+01
+5.1279117e+01,+4.0211465e+01,+1.2765177e+00,+1.2406309e+00,+2.0167596e+00,-1.2237450e+00,+9.9049312e+01,+7.5336094e+01
+4.5626484e+01,+4.5174949e+01,-1.9981540e+00,-2.1504238e+00,-1.3169850e+00,+1.8336276e+00,+1.7135063e+02,+1.9662245e+02
+4.3707273e+01,+4.2657043e+01,-2.0226634e+00,-2.5608928e+00,+1.5690061e-01,-3.0188878e+00,+1.6807048e+02,+2.7779566e+02
+3.6506336e+01,+3.1919727e+01,-4.3177843e-01,+1.2596703e+00,+1.7857882e+00,-1.3236609e+00,+3.9962660e+01,+6.0775359e+01
+3.5868082e+01,+1.2070588e+01,+9.6904981e-01,+1.5891446e+00,-2.1111972e+00,+1.0319422e+00,+5.4069129e+01,+3.0802246e+01
+2.6243664e+01,+2.1041980e+01,-1.9507905e+00,+5.4535401e-01,+1.7194602e+00,-1.2555697e+00,+9.4167617e+01,+2.4249363e+01
